Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Cost,Qty
3953,US-2017-151862,01/03/2017,08/03/2017,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219.0,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984,79.992,1
7919,CA-2016-152513,04/07/2016,08/07/2016,Second Class,JP-16135,Julie Prescott,Home Office,United States,San Diego,California,92024.0,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,22.848,11.424,1
831,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042.0,South,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,90.33,1
126,US-2015-134614,20/09/2015,25/09/2015,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701.0,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,308.85,1
7342,CA-2015-116190,26/07/2015,01/08/2015,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-LA-10002762,Office Supplies,Labels,Avery 485,162.89,81.445,1
7433,CA-2015-161249,09/08/2015,13/08/2015,Standard Class,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",4.464,2.232,1
7741,CA-2015-154781,21/11/2015,26/11/2015,Standard Class,SC-20680,Steve Carroll,Home Office,United States,San Francisco,California,94110.0,West,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,94.99,47.495,1
3630,CA-2018-155957,26/11/2018,30/11/2018,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,52.272,26.136,1
4761,CA-2015-121573,03/11/2015,07/11/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7.856,3.928,1
9466,CA-2017-126858,19/11/2017,23/11/2017,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Seattle,Washington,98115.0,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,15.98,1
7939,CA-2018-166093,17/08/2018,24/08/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.0,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,270.285,1
3728,CA-2017-165169,05/06/2017,11/06/2017,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711.0,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,5.58,1
5636,CA-2018-123022,03/09/2018,08/09/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,91941.0,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,41.28,1
9561,CA-2017-129280,03/05/2017,05/05/2017,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055.0,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,25.984,1
7343,CA-2015-116190,26/07/2015,01/08/2015,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318.0,South,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",25.71,12.855,1
7364,CA-2017-127243,28/11/2017,04/12/2017,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,170.091,1
362,CA-2018-144904,25/09/2018,01/10/2018,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,10.35,1
2405,CA-2018-108574,07/10/2018,11/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,557.955,1
4448,US-2015-147704,16/11/2015,21/11/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.45,84.725,1
3032,CA-2016-168480,21/09/2016,27/09/2016,Standard Class,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146.0,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,12.995,1
1611,CA-2015-156349,26/05/2015,30/05/2015,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008.0,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,145.333,1
9176,CA-2018-119424,12/06/2018,14/06/2018,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,98031.0,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44,9.72,1
2264,CA-2017-131065,14/11/2017,16/11/2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318.0,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,249.99,1
9495,CA-2017-105207,03/01/2017,08/01/2017,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Broken Arrow,Oklahoma,74012.0,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,11.88,5.94,1
7360,US-2015-115189,30/12/2015,03/01/2016,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,261.882,1
1185,CA-2015-127131,24/11/2015,30/11/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103.0,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,6.048,1
2953,CA-2018-134915,12/11/2018,12/11/2018,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568,56.784,1
3870,CA-2016-132486,23/10/2016,27/10/2016,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105.0,West,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,191.968,95.984,1
78,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,13.62,1
6767,CA-2018-100615,20/04/2018,24/04/2018,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,7.88,1
6291,US-2016-139675,13/03/2016,18/03/2016,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928.0,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,163.88,1
817,CA-2017-149370,15/09/2017,19/09/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,5.344,2.672,1
5294,CA-2016-111073,26/12/2016,30/12/2016,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Medina,Ohio,44256.0,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,51.588,25.794,1
8535,CA-2016-169677,13/01/2016,15/01/2016,Second Class,KS-16300,Karen Seio,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82,4.91,1
5932,US-2018-169551,07/07/2018,09/07/2018,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,683.988,341.994,1
4086,CA-2017-111913,04/08/2017,06/08/2017,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823.0,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,151.192,1
6288,CA-2015-100090,08/07/2015,12/07/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122.0,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502.488,251.244,1
3316,CA-2018-169978,24/12/2018,28/12/2018,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572.0,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.376,7.188,1
4040,CA-2015-110786,29/12/2015,02/01/2016,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110.0,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,383.976,1
517,CA-2018-127432,22/01/2018,27/01/2018,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.0,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,25.725,1
8388,CA-2016-149601,28/05/2016,03/06/2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Manchester,Connecticut,6040.0,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,38.775,1
5046,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036.0,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,360.38,1
6270,CA-2018-102379,02/12/2018,06/12/2018,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601.0,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,39.992,19.996,1
7113,CA-2017-109666,19/04/2017,26/04/2017,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,27.45,1
6245,CA-2016-112305,20/11/2016,25/11/2016,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105.0,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,119.04,59.52,1
6421,CA-2017-140130,31/10/2017,05/11/2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,6.195,1
478,CA-2017-103891,12/07/2017,19/07/2017,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008.0,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,47.88,1
8828,US-2015-157847,02/04/2015,06/04/2015,Second Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095.0,Central,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,33.488,16.744,1
1499,CA-2017-141586,17/10/2017,20/10/2017,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94122.0,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,9.08,1
6452,CA-2016-156510,25/09/2016,29/09/2016,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450.0,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.7,3.35,1
7100,CA-2016-124933,26/12/2016,30/12/2016,Second Class,DF-13135,David Flashing,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,212.64,106.32,1
8676,CA-2018-163265,16/02/2018,21/02/2018,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521.0,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,28.032,14.016,1
4782,CA-2015-159310,07/11/2015,12/11/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070.0,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.476,0.738,1
6341,CA-2018-143112,05/10/2018,09/10/2018,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035.0,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,2599.98,1
1222,CA-2015-110184,12/07/2015,16/07/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036.0,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.936,127.968,1
6089,CA-2016-137281,13/06/2016,17/06/2016,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,6.48,3.24,1
6054,CA-2017-124016,23/09/2017,26/09/2017,Second Class,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,43130.0,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0,14.0,1
1685,CA-2018-149489,24/04/2018,27/04/2018,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,49.64,1
4024,CA-2018-130764,27/10/2018,28/10/2018,First Class,JO-15145,Jack O'Briant,Corporate,United States,San Francisco,California,94110.0,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",556.665,278.3325,1
2062,CA-2015-106439,31/10/2015,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,7.984,1
3483,CA-2015-124688,27/08/2015,29/08/2015,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-PH-10000455,Technology,Phones,GE 30522EE2,579.95,289.975,1
6116,CA-2017-133802,14/03/2017,20/03/2017,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Redwood City,California,94061.0,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,20.952,1
3614,CA-2016-110093,03/12/2016,08/12/2016,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",36.784,18.392,1
3534,CA-2015-110849,18/04/2015,23/04/2015,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,13.12,6.56,1
1114,CA-2018-140585,18/12/2018,23/12/2018,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024.0,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,23.336,1
3752,CA-2018-161956,27/08/2018,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,115.14,1
7773,CA-2017-108196,25/11/2017,02/12/2017,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,43130.0,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4499.985,2249.9925,1
5467,CA-2015-107706,14/02/2015,19/02/2015,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095.0,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,8.088,1
1130,CA-2017-112102,12/04/2017,16/04/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,171.96,1
4907,US-2015-146353,14/10/2015,16/10/2015,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301.0,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,134.95,1
6585,CA-2018-104731,21/07/2018,27/07/2018,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,135.98,1
3684,CA-2016-132626,09/07/2016,14/07/2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,153.36,76.68,1
4199,US-2017-161683,03/12/2017,08/12/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,9.096,1
6174,US-2015-106299,02/08/2015,08/08/2015,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807.0,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2,10.6,1
2872,CA-2015-148040,22/03/2015,26/03/2015,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.0,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,157.176,1
1845,US-2018-113852,29/07/2018,02/08/2018,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Seattle,Washington,98115.0,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,45.285,1
2142,CA-2015-159520,06/06/2015,11/06/2015,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,495.882,1
4828,CA-2015-152562,01/11/2015,08/11/2015,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,34.76,1
9547,CA-2015-166590,29/10/2015,02/11/2015,Standard Class,NC-18625,Noah Childs,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,37.94,1
4788,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,58.08,29.04,1
2853,CA-2017-136371,19/03/2017,21/03/2017,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,7.49,1
2718,CA-2015-100006,07/09/2015,13/09/2015,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,188.985,1
1331,CA-2018-127705,02/06/2018,06/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1.485,1
4301,CA-2018-129021,23/08/2018,26/08/2018,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.784,1.392,1
6558,CA-2015-137092,20/10/2015,22/10/2015,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,12.212,1
1437,CA-2018-106852,20/06/2018,27/06/2018,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134.0,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,5.248,2.624,1
5548,CA-2018-151008,07/09/2018,08/09/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Draper,Utah,84020.0,West,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,63.28,1
9378,CA-2018-155362,17/12/2018,21/12/2018,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Eau Claire,Wisconsin,54703.0,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,32.56,16.28,1
9380,CA-2015-154158,23/12/2015,27/12/2015,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614.0,South,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,45.528,22.764,1
1500,CA-2018-130386,12/11/2018,18/11/2018,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745.0,Central,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,8.028,1
6378,US-2017-116442,15/12/2017,22/12/2017,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90004.0,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,7.38,1
4694,CA-2015-138681,20/12/2015,22/12/2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,8.448,4.224,1
5753,CA-2017-125850,22/01/2017,28/01/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,10.325,1
1300,CA-2016-121391,04/10/2016,07/10/2016,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,13.48,1
3225,CA-2015-108189,02/10/2015,05/10/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,159.2,1
6659,CA-2018-135937,20/02/2018,27/02/2018,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,85234.0,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,34.352,1
811,CA-2015-151995,13/10/2015,15/10/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026.0,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,649.275,1
3982,CA-2018-119564,15/12/2018,20/12/2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Seattle,Washington,98115.0,West,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",22.77,11.385,1
7649,CA-2017-138968,15/03/2017,16/03/2017,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,94110.0,West,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1352.032,676.016,1
7279,CA-2017-157217,19/07/2017,21/07/2017,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94110.0,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,194.985,1
6503,CA-2015-129147,02/11/2015,06/11/2015,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Medina,Ohio,44256.0,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,25.116,1
4954,CA-2016-153906,16/03/2016,20/03/2016,Standard Class,MS-17980,Michael Stewart,Corporate,United States,New York City,New York,10009.0,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,42.95,1
5680,CA-2017-143924,28/07/2017,03/08/2017,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,49423.0,Central,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,109.92,54.96,1
7068,CA-2017-114209,21/05/2017,26/05/2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,0.982,1
3241,US-2017-127971,20/11/2017,27/11/2017,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095.0,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.068,3.534,1
1048,CA-2017-169103,08/03/2017,13/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142.0,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,51.18,1
1302,CA-2017-137043,23/12/2017,25/12/2017,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153.0,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,143.19,1
3228,CA-2015-108189,02/10/2015,05/10/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,115.188,1
356,CA-2017-138520,08/04/2017,13/04/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,4.13,1
4468,CA-2018-168641,24/11/2018,01/12/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035.0,East,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,83.98,1
6051,CA-2016-153878,25/04/2016,30/04/2016,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,28.875,1
7450,CA-2018-105669,17/09/2018,22/09/2018,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036.0,Central,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,9.912,4.956,1
8523,US-2017-160206,01/04/2017,07/04/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,6.495,1
